JobTitle,company,description,Level,Type,StandardJobTitle
Sales Executive, Flextock, Full Time · Entry Level · 1-3 Yrs of Exp · Sales Skills · Sales Target · Logistics · Sales · English · Arabic · Business Development · Sales/Retail - June 21,Entery Level,Full Time,Software Engneering 
Sales Executive, Computek International, Full Time · Entry Level · 0-2 Yrs of Exp · Sales · Sales Skills · Communication · Sales Target · New Cairo · English · Management · Presentations · Management skills · IT/Software Development - July 14,Entery Level,Full Time,Software Engneering 
UAT Specialist, Fawry Banking & Payment Technology Services, Full Time · Entry Level · 0-2 Yrs of Exp · UAT · Validation · Computer Science · Information Technology · English · Computer Science' · Exact Sciences · Customer Service/Support · Quality - July 4,Entery Level,Full Time,Software Engneering 
Senior Property Consultant Sales Real Estate, Confidential, Full Time · Entry Level · 1+ Yrs of Exp · Microsoft Office · Real Estate · Sales · Sales Skills · Sales Target · English · Advertising · Brokerage · Business Development · Customer Service/Support - June 8,Entery Level,Full Time,Software Engneering 
Oracle HRMS Consultant, Zamil Steel Buildings Co, Full Time · Entry Level · 1-2 Yrs of Exp · Oracle · Oracle Financial Fusion · Oracle Reports · Oracle BI · Oracle SQL · Oracle PL/SQL · Accounting · Finance · Product Costing · Material Ledger - June 15,Entery Level,Full Time,Software Engneering 
IoT Operation Engineer - Assiut, Smart EGAT, Full Time · Entry Level · 1-7 Yrs of Exp · Communications Engineering · Computer Engineering · IOT · Smart City · Altium · C# · Engineering · Computer Science · ITI · MQTT · CSS · Frontend - June 13,Entery Level,Full Time,Software Engneering 
Associate Infrastructure Engineer, BlueCloud, Full Time · Entry Level · 0-1 Yrs of Exp · Computer Engineering · Computer Science · ITI · Microsoft Active Directory · Office 365 · SCOM · SCCM · IT/Software Development - June 7,Entery Level,Full Time,Software Engneering 
Website & Content Editor, Mitcha, Full Time · Entry Level · 0-2 Yrs of Exp · Content Creation · Content · Computer Skills · Microsoft Office · Odoo · ERP · English · Arabic · Writing/Editorial · IT/Software Development - June 24,Entery Level,Full Time,Software Engneering 
Technical Recruitment Specialist, Ibtikar, Full Time · Entry Level · 1-3 Yrs of Exp · Human Resources (HR) · Recruitment · Sourcing · Microsoft Office · English · Human Resources · IT/Software Development · Engineering - Telecom/Technology - New,Entery Level,Full Time,Software Engneering 
GIS Specialist/Data Entry أخصائي نظم معلومات..., Geopro, Full Time · Entry Level · 1-3 Yrs of Exp · Arc GIS · Geometric Networks · Geo-Processing Tools · Topology · Geographic Information System · ArcGIS · GIS · IT/Software Development · Analyst/Research - New,Entery Level,Full Time,Software Engneering 
Safety & Security Specialist - Alexandria, UX Centers, Full Time · Entry Level · 1+ Yrs of Exp · Information Security · CCTV · Access Control · Security · Safety · Quality · Computer Science · English · IT/Software Development · Quality - New,Entery Level,Full Time,Software Engneering 
Aftersale Support Specialist, e-finance, Full Time · Entry Level · 1-2 Yrs of Exp · Customer Service · Customer Support · Engineering · Customer Care · Computer Engineering · Computer Science · API · JSON · Customer Service/Support - July 27,Entery Level,Full Time,Software Engneering 
Big Data (Cloudera) Admin, INfo teams for integrated solutions and systems, Full Time · Entry Level · 1-6 Yrs of Exp · Cloudera · Bigdata · CDH · CDP · Hue · Zookeeper · Kafka · Hadoop · Computer Engineering · Computer Science · IT/Software Development - July 26,Entery Level,Full Time,Software Engneering 
GIS Operations Specialist, Fawry Banking & Payment Technology Services, Full Time · Entry Level · 1-2 Yrs of Exp · Sales · Sales Target · Excel · English · Operations · GIS · IT/Software Development · Analyst/Research - July 26,Entery Level,Full Time,Software Engneering 
Elementary Coding Teacher, New Generation International Schools, Full Time · Entry Level · 0-2 Yrs of Exp · Coding · Computer Engineering · Computer Science · Teaching · Education · IT/Software Development · Education/Teaching - July 11,Entery Level,Full Time,Software Engneering 
Odoo Sales Executive, Confidential, Full Time · Entry Level · 1-4 Yrs of Exp · odoo sales · odoo erp · sa · ERP · Accounting · Odoo · Sales · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology - July 6,Entery Level,Full Time,Software Engneering 
E-Payment Operations Specialist, e-finance, Full Time · Entry Level · 0-3 Yrs of Exp · .NET · Java · Payment · E-Commerce · Operations · Customer Service · English · Banking · System Integration · IT/Software Development - July 6,Entery Level,Full Time,Software Engneering 
English Technical Support Agent - Fixed Shift, Sykes Enterprises, Full Time · Entry Level · 1-3 Yrs of Exp · Customer Support · Customer Service · Customer Care · Technical Support · English · Telecommunication · Information Technology · Customer · Call Center - June 24,Entery Level,Full Time,Software Engneering 
Senior Business Operations Executive - FawryPay, Fawry Banking & Payment Technology Services, Full Time · Entry Level · 1-2 Yrs of Exp · JSON · Operations · XML · javaScript · loyalyty · UAT · English · Computer Sciences · E-Payment · IT/Software Development · Operations/Management - June 22,Entery Level,Full Time,Software Engneering 
Robotics Teacher/Co-Teacher - Kids, Robokids, Part Time · Entry Level · 0-2 Yrs of Exp · Electronics · Teaching · Mechanical Engineering · Mechatronics · Computer Science · Computer Programming · WRO · Education · English · Computer - June 15,Entery Level,Part Time,Software Engneering 
Fixed Shift- English Technical Support Agent, Sykes Enterprises, Full Time · Entry Level · 1-4 Yrs of Exp · Customer Support · Customer Service · Customer Care · Technical Support · English · Telecommunication · Information Technology · Customer · Call Center - June 15,Entery Level,Full Time,Software Engneering 
IoT Operation Engineer - Port Said, Smart EGAT, Full Time · Entry Level · 1-7 Yrs of Exp · Communications Engineering · Computer Engineering · IOT · Smart City · Engineering · HTML5 · javaScript · Computer Science · ITI · IT/Software Development - June 13,Entery Level,Full Time,Software Engneering 
Sales Specialist, Qsource, Full Time · Entry Level · 1-4 Yrs of Exp · Sales · Sales Skills · Sales Target · English · Business Administration · Lead Generation · IT/Software Development · Sales/Retail - June 7,Entery Level,Full Time,Software Engneering 
